"care_site_id","care_site_name","place_of_service_concept_id","location_id","care_site_source_value","place_of_service_source_value"
700,NA,8940,NA,"987595801",NA
701,NA,8940,NA,"980970350",NA
702,NA,8940,NA,"651418384",NA
703,NA,8940,NA,"800598710",NA
704,NA,8940,NA,"545675277",NA
705,NA,8940,NA,"839485319",NA
706,NA,8940,NA,"824309778",NA
707,NA,8717,NA,"3800YA","Inpatient Facility"
708,NA,8756,NA,"3800YQ","Outpatient Facility"
709,NA,8756,NA,"0505YJ","Outpatient Facility"
710,NA,8940,NA,"510678834",NA
711,NA,8940,NA,"678596313",NA
712,NA,8940,NA,"756198948",NA
713,NA,8940,NA,"840019784",NA
714,NA,8940,NA,"978802830",NA
715,NA,8940,NA,"983635825",NA
716,NA,8940,NA,"577036005",NA
717,NA,8940,NA,"561602986",NA
718,NA,8940,NA,"814420017",NA
719,NA,8940,NA,"677902137",NA
720,NA,8940,NA,"392670202",NA
721,NA,8940,NA,"516716101",NA
722,NA,8940,NA,"305457251",NA
723,NA,8940,NA,"376734661",NA
724,NA,8940,NA,"160273643",NA
725,NA,8940,NA,"571134566",NA
726,NA,8940,NA,"118288218",NA
727,NA,8940,NA,"584532634",NA
728,NA,8717,NA,"2013RT","Inpatient Facility"
729,NA,8717,NA,"2000HG","Inpatient Facility"
730,NA,8756,NA,"2000MC","Outpatient Facility"
731,NA,8756,NA,"2013BC","Outpatient Facility"
732,NA,8940,NA,"024266582",NA
733,NA,8940,NA,"909937373",NA
734,NA,8940,NA,"398492018",NA
735,NA,8940,NA,"957312185",NA
736,NA,8940,NA,"925881981",NA
737,NA,8940,NA,"675249057",NA
738,NA,8940,NA,"099502968",NA
739,NA,8940,NA,"082453421",NA
740,NA,8940,NA,"525727170",NA
741,NA,8940,NA,"899056112",NA
742,NA,8940,NA,"999962417",NA
743,NA,8940,NA,"779846066",NA
744,NA,8940,NA,"028562945",NA
745,NA,8940,NA,"719042112",NA
746,NA,8940,NA,"167471131",NA
747,NA,8940,NA,"767345881",NA
748,NA,8940,NA,"088430226",NA
749,NA,8940,NA,"932191040",NA
750,NA,8940,NA,"654680836",NA
751,NA,8940,NA,"894012146",NA
752,NA,8940,NA,"109635103",NA
753,NA,8940,NA,"258184330",NA
754,NA,8940,NA,"590955020",NA
755,NA,8940,NA,"315457935",NA
756,NA,8940,NA,"326116282",NA
757,NA,8940,NA,"563539462",NA
758,NA,8940,NA,"590685923",NA
759,NA,8940,NA,"047986036",NA
760,NA,8940,NA,"448494802",NA
761,NA,8940,NA,"951383922",NA
762,NA,8940,NA,"126802105",NA
763,NA,8940,NA,"450150161",NA
764,NA,8940,NA,"747791039",NA
765,NA,8940,NA,"202571501",NA
766,NA,8940,NA,"714032205",NA
767,NA,8940,NA,"342390834",NA
768,NA,8940,NA,"955703067",NA
769,NA,8940,NA,"936025184",NA
770,NA,8940,NA,"284888602",NA
771,NA,8940,NA,"870454399",NA
772,NA,8940,NA,"292746335",NA
773,NA,8940,NA,"325093364",NA
774,NA,8940,NA,"445751008",NA
775,NA,8940,NA,"793707239",NA
776,NA,8940,NA,"479254747",NA
777,NA,8940,NA,"210099022",NA
778,NA,8940,NA,"506556381",NA
779,NA,8940,NA,"211032529",NA
780,NA,8940,NA,"087202374",NA
781,NA,8940,NA,"606677806",NA
782,NA,8940,NA,"107941454",NA
783,NA,8940,NA,"595915549",NA
784,NA,8940,NA,"360488204",NA
785,NA,8940,NA,"249047774",NA
786,NA,8940,NA,"376406790",NA
787,NA,8940,NA,"813310314",NA
788,NA,8940,NA,"069439226",NA
789,NA,8756,NA,"3613BQ","Outpatient Facility"
790,NA,8940,NA,"565691008",NA
791,NA,8940,NA,"490997344",NA
792,NA,8756,NA,"0503QR","Outpatient Facility"
793,NA,8756,NA,"0502JT","Outpatient Facility"
794,NA,8756,NA,"0501UC","Outpatient Facility"
795,NA,8756,NA,"0505QU","Outpatient Facility"
796,NA,8756,NA,"0503AJ","Outpatient Facility"
797,NA,8756,NA,"0511ZS","Outpatient Facility"
798,NA,8756,NA,"0503DN","Outpatient Facility"
799,NA,8940,NA,"673032298",NA
800,NA,8940,NA,"441457391",NA
801,NA,8940,NA,"654588143",NA
802,NA,8940,NA,"350378446",NA
803,NA,8940,NA,"765524136",NA
804,NA,8940,NA,"598292780",NA
805,NA,8940,NA,"926794920",NA
806,NA,8940,NA,"607702953",NA
807,NA,8940,NA,"391685801",NA
808,NA,8940,NA,"024413369",NA
809,NA,8940,NA,"135196302",NA
810,NA,8940,NA,"474091050",NA
811,NA,8940,NA,"181719461",NA
812,NA,8940,NA,"742178893",NA
813,NA,8940,NA,"025648835",NA
814,NA,8940,NA,"587832317",NA
815,NA,8940,NA,"037350876",NA
816,NA,8940,NA,"302599396",NA
817,NA,8940,NA,"071756149",NA
818,NA,8940,NA,"935398888",NA
819,NA,8940,NA,"472857332",NA
820,NA,8940,NA,"706588424",NA
821,NA,8940,NA,"216718990",NA
822,NA,8940,NA,"497664270",NA
823,NA,8940,NA,"255735149",NA
824,NA,8940,NA,"668180056",NA
825,NA,8940,NA,"481838292",NA
826,NA,8940,NA,"383189258",NA
827,NA,8940,NA,"235585544",NA
828,NA,8940,NA,"341952854",NA
829,NA,8940,NA,"089393407",NA
830,NA,8940,NA,"913826236",NA
831,NA,8940,NA,"873744512",NA
832,NA,8940,NA,"651141677",NA
833,NA,8940,NA,"945102623",NA
834,NA,8940,NA,"165264371",NA
835,NA,8940,NA,"384859721",NA
836,NA,8940,NA,"177645187",NA
837,NA,8940,NA,"948285478",NA
838,NA,8940,NA,"726855024",NA
839,NA,8940,NA,"036757738",NA
840,NA,8940,NA,"446533862",NA
841,NA,8940,NA,"204330042",NA
842,NA,8940,NA,"670711585",NA
843,NA,8940,NA,"807021607",NA
844,NA,8940,NA,"835468675",NA
845,NA,8940,NA,"226305595",NA
846,NA,8940,NA,"278321276",NA
847,NA,8940,NA,"236981326",NA
848,NA,8940,NA,"156615658",NA
849,NA,8940,NA,"391390908",NA
850,NA,8717,NA,"10S0SU","Inpatient Facility"
851,NA,8756,NA,"1000ZT","Outpatient Facility"
852,NA,8756,NA,"1026PS","Outpatient Facility"
853,NA,8756,NA,"1101YH","Outpatient Facility"
854,NA,8756,NA,"1028MU","Outpatient Facility"
855,NA,8756,NA,"4900NA","Outpatient Facility"
856,NA,8756,NA,"10CTUQ","Outpatient Facility"
857,NA,8756,NA,"1000PH","Outpatient Facility"
858,NA,8756,NA,"1001SP","Outpatient Facility"
859,NA,8756,NA,"3413PN","Outpatient Facility"
860,NA,8756,NA,"4900GH","Outpatient Facility"
861,NA,8756,NA,"30008C","Outpatient Facility"
862,NA,8756,NA,"3401ST","Outpatient Facility"
863,NA,8756,NA,"1801XM","Outpatient Facility"
864,NA,8756,NA,"1026YV","Outpatient Facility"
865,NA,8756,NA,"1000JJ","Outpatient Facility"
866,NA,8756,NA,"1100MK","Outpatient Facility"
867,NA,8756,NA,"1013AH","Outpatient Facility"
868,NA,8756,NA,"1100KB","Outpatient Facility"
869,NA,8940,NA,"131580127",NA
870,NA,8940,NA,"768246602",NA
871,NA,8940,NA,"035882527",NA
872,NA,8940,NA,"602492922",NA
873,NA,8940,NA,"284896206",NA
874,NA,8940,NA,"197316910",NA
875,NA,8940,NA,"555203155",NA
876,NA,8940,NA,"921383657",NA
877,NA,8940,NA,"082236951",NA
878,NA,8940,NA,"737481745",NA
879,NA,8940,NA,"961800709",NA
880,NA,8940,NA,"933890539",NA
881,NA,8940,NA,"779973729",NA
882,NA,8940,NA,"451909430",NA
883,NA,8940,NA,"210984021",NA
884,NA,8940,NA,"043728406",NA
885,NA,8940,NA,"140566613",NA
886,NA,8940,NA,"581279085",NA
887,NA,8940,NA,"802702829",NA
888,NA,8940,NA,"684943290",NA
889,NA,8940,NA,"005513754",NA
890,NA,8940,NA,"656728143",NA
891,NA,8940,NA,"812463835",NA
892,NA,8940,NA,"348470962",NA
893,NA,8940,NA,"077281679",NA
894,NA,8940,NA,"874140665",NA
895,NA,8940,NA,"370985920",NA
896,NA,8940,NA,"145906519",NA
897,NA,8940,NA,"504618970",NA
898,NA,8940,NA,"530582603",NA
899,NA,8940,NA,"147648770",NA
900,NA,8940,NA,"221978268",NA
901,NA,8940,NA,"390158906",NA
902,NA,8940,NA,"453287203",NA
903,NA,8940,NA,"241060992",NA
904,NA,8940,NA,"912194007",NA
905,NA,8940,NA,"445045508",NA
906,NA,8940,NA,"279832751",NA
907,NA,8940,NA,"444698312",NA
908,NA,8940,NA,"677360748",NA
909,NA,8940,NA,"455237076",NA
910,NA,8940,NA,"170553978",NA
911,NA,8940,NA,"676041822",NA
912,NA,8940,NA,"820521344",NA
913,NA,8940,NA,"546058118",NA
914,NA,8717,NA,"2600XR","Inpatient Facility"
915,NA,8756,NA,"1801RC","Outpatient Facility"
916,NA,8756,NA,"1800WP","Outpatient Facility"
917,NA,8756,NA,"1800QU","Outpatient Facility"
918,NA,8756,NA,"4401PV","Outpatient Facility"
919,NA,8940,NA,"138039404",NA
920,NA,8940,NA,"231646880",NA
921,NA,8940,NA,"982678520",NA
922,NA,8940,NA,"910077810",NA
923,NA,8940,NA,"078992118",NA
924,NA,8940,NA,"640464532",NA
925,NA,8940,NA,"576200527",NA
926,NA,8940,NA,"506527953",NA
927,NA,8940,NA,"803191152",NA
928,NA,8940,NA,"489744764",NA
929,NA,8940,NA,"761297662",NA
930,NA,8940,NA,"172479772",NA
931,NA,8940,NA,"970927394",NA
932,NA,8940,NA,"649599734",NA
933,NA,8940,NA,"607314296",NA
934,NA,8940,NA,"727894384",NA
935,NA,8940,NA,"448703353",NA
936,NA,8940,NA,"948038998",NA
937,NA,8940,NA,"902770473",NA
938,NA,8940,NA,"447872514",NA
939,NA,8940,NA,"620948604",NA
940,NA,8940,NA,"223935509",NA
941,NA,8940,NA,"319511958",NA
942,NA,8940,NA,"953454972",NA
943,NA,8940,NA,"609129203",NA
944,NA,8940,NA,"505842529",NA
945,NA,8756,NA,"3400ZQ","Outpatient Facility"
946,NA,8756,NA,"3413GC","Outpatient Facility"
947,NA,8756,NA,"3401YN","Outpatient Facility"
948,NA,8940,NA,"896025139",NA
949,NA,8940,NA,"036155059",NA
950,NA,8940,NA,"879479762",NA
951,NA,8940,NA,"523596987",NA
952,NA,8940,NA,"202579622",NA
953,NA,8940,NA,"819769534",NA
954,NA,8940,NA,"945337887",NA
955,NA,8940,NA,"254345093",NA
956,NA,8940,NA,"961591363",NA
957,NA,8940,NA,"803194833",NA
958,NA,8940,NA,"190651408",NA
959,NA,8940,NA,"882489615",NA
960,NA,8940,NA,"251633882",NA
961,NA,8940,NA,"620577862",NA
962,NA,8940,NA,"843666113",NA
963,NA,8940,NA,"315270152",NA
964,NA,8756,NA,"3303NG","Outpatient Facility"
965,NA,8756,NA,"4900WS","Outpatient Facility"
966,NA,8756,NA,"3400RD","Outpatient Facility"
967,NA,8756,NA,"3300KJ","Outpatient Facility"
968,NA,8940,NA,"547266114",NA
969,NA,8940,NA,"566038968",NA
970,NA,8940,NA,"254969405",NA
971,NA,8940,NA,"138399600",NA
972,NA,8940,NA,"385571402",NA
973,NA,8940,NA,"579616346",NA
974,NA,8940,NA,"067025392",NA
975,NA,8940,NA,"153623029",NA
976,NA,8940,NA,"611855407",NA
977,NA,8940,NA,"271961120",NA
978,NA,8940,NA,"795557570",NA
979,NA,8940,NA,"844305533",NA
980,NA,8940,NA,"296937298",NA
981,NA,8940,NA,"430277621",NA
982,NA,8940,NA,"321384772",NA
983,NA,8940,NA,"617500527",NA
984,NA,8940,NA,"412769887",NA
985,NA,8940,NA,"073295513",NA
986,NA,8940,NA,"851198511",NA
987,NA,8940,NA,"336353804",NA
988,NA,8940,NA,"135862038",NA
989,NA,8940,NA,"514643897",NA
990,NA,8717,NA,"4500WC","Inpatient Facility"
991,NA,8756,NA,"4530UM","Outpatient Facility"
992,NA,8756,NA,"4526NC","Outpatient Facility"
993,NA,8756,NA,"0505KQ","Outpatient Facility"
994,NA,8756,NA,"4500PK","Outpatient Facility"
995,NA,8756,NA,"4504KP","Outpatient Facility"
996,NA,8756,NA,"4508ZD","Outpatient Facility"
997,NA,8756,NA,"0600NQ","Outpatient Facility"
998,NA,8756,NA,"4502GS","Outpatient Facility"
999,NA,8756,NA,"1400YH","Outpatient Facility"
1000,NA,8756,NA,"4507BD","Outpatient Facility"
1001,NA,8756,NA,"4504UB","Outpatient Facility"
1002,NA,8756,NA,"45076B","Outpatient Facility"
1003,NA,8756,NA,"4508RR","Outpatient Facility"
1004,NA,8756,NA,"4526WG","Outpatient Facility"
1005,NA,8756,NA,"4526XH","Outpatient Facility"
1006,NA,8756,NA,"4500NJ","Outpatient Facility"
1007,NA,8940,NA,"285496009",NA
1008,NA,8940,NA,"538558902",NA
1009,NA,8940,NA,"752959258",NA
1010,NA,8940,NA,"813248753",NA
1011,NA,8940,NA,"596179589",NA
1012,NA,8940,NA,"984800137",NA
1013,NA,8940,NA,"359185541",NA
1014,NA,8940,NA,"461702179",NA
1015,NA,8940,NA,"934141624",NA
1016,NA,8940,NA,"386046388",NA
1017,NA,8940,NA,"553962463",NA
1018,NA,8940,NA,"332609435",NA
1019,NA,8940,NA,"588140111",NA
1020,NA,8940,NA,"172916445",NA
1021,NA,8940,NA,"093865079",NA
1022,NA,8940,NA,"546467513",NA
1023,NA,8940,NA,"892153058",NA
1024,NA,8940,NA,"747991442",NA
1025,NA,8940,NA,"916517228",NA
1026,NA,8940,NA,"654615353",NA
1027,NA,8940,NA,"586911450",NA
1028,NA,8940,NA,"377452761",NA
1029,NA,8940,NA,"322704973",NA
1030,NA,8940,NA,"441086438",NA
1031,NA,8940,NA,"610669062",NA
1032,NA,8940,NA,"591786500",NA
1033,NA,8940,NA,"772172476",NA
1034,NA,8940,NA,"674170460",NA
1035,NA,8940,NA,"906029394",NA
1036,NA,8940,NA,"457455171",NA
1037,NA,8940,NA,"320462952",NA
1038,NA,8940,NA,"422674881",NA
1039,NA,8940,NA,"006388957",NA
1040,NA,8940,NA,"976946773",NA
1041,NA,8940,NA,"408960110",NA
1042,NA,8940,NA,"909735626",NA
1043,NA,8940,NA,"252839356",NA
1044,NA,8940,NA,"749634183",NA
1045,NA,8940,NA,"923702843",NA
1046,NA,8940,NA,"879363911",NA
1047,NA,8940,NA,"260260977",NA
1048,NA,8940,NA,"072951075",NA
1049,NA,8940,NA,"276313253",NA
1050,NA,8940,NA,"885941803",NA
1051,NA,8940,NA,"175195394",NA
1052,NA,8940,NA,"009477408",NA
1053,NA,8940,NA,"268935538",NA
1054,NA,8940,NA,"845576274",NA
1055,NA,8940,NA,"265365118",NA
1056,NA,8717,NA,"39S0NV","Inpatient Facility"
1057,NA,8717,NA,"39T0BD","Inpatient Facility"
1058,NA,8940,NA,"469921373",NA
1059,NA,8940,NA,"102219196",NA
1060,NA,8940,NA,"335709939",NA
1061,NA,8940,NA,"313434111",NA
1062,NA,8940,NA,"650677486",NA
1063,NA,8756,NA,"2700HN","Outpatient Facility"
1064,NA,8756,NA,"1300SU","Outpatient Facility"
1065,NA,8756,NA,"0300QJ","Outpatient Facility"
1066,NA,8940,NA,"908420088",NA
1067,NA,8940,NA,"656832717",NA
1068,NA,8940,NA,"297050525",NA
1069,NA,8940,NA,"522316303",NA
1070,NA,8940,NA,"527935751",NA
1071,NA,8940,NA,"227520896",NA
1072,NA,8940,NA,"522489394",NA
1073,NA,8940,NA,"924874654",NA
1074,NA,8940,NA,"095186714",NA
1075,NA,8940,NA,"649925379",NA
1076,NA,8940,NA,"752801188",NA
1077,NA,8940,NA,"335644983",NA
1078,NA,8940,NA,"408817012",NA
1079,NA,8940,NA,"860958315",NA
1080,NA,8940,NA,"754868185",NA
1081,NA,8940,NA,"312872418",NA
1082,NA,8940,NA,"234611948",NA
1083,NA,8940,NA,"092069082",NA
1084,NA,8940,NA,"478691925",NA
1085,NA,8940,NA,"596107893",NA
1086,NA,8940,NA,"250509418",NA
1087,NA,8940,NA,"148820518",NA
1088,NA,8940,NA,"937841852",NA
1089,NA,8940,NA,"201646614",NA
1090,NA,8940,NA,"771557881",NA
1091,NA,8940,NA,"432251346",NA
1092,NA,8940,NA,"730783639",NA
1093,NA,8940,NA,"760760363",NA
1094,NA,8940,NA,"926502747",NA
1095,NA,8940,NA,"507513639",NA
1096,NA,8940,NA,"273736179",NA
1097,NA,8940,NA,"945350797",NA
1098,NA,8940,NA,"107310022",NA
1099,NA,8940,NA,"051128716",NA
1100,NA,8940,NA,"828386378",NA
1101,NA,8940,NA,"878193762",NA
1102,NA,8940,NA,"387025598",NA
1103,NA,8940,NA,"099163710",NA
1104,NA,8940,NA,"454454301",NA
1105,NA,8940,NA,"779220193",NA
1106,NA,8940,NA,"867133613",NA
1107,NA,8940,NA,"226620593",NA
1108,NA,8940,NA,"138093089",NA
1109,NA,8756,NA,"3301UP","Outpatient Facility"
1110,NA,8940,NA,"612819794",NA
1111,NA,8940,NA,"103800706",NA
1112,NA,8940,NA,"165575447",NA
1113,NA,8940,NA,"025560895",NA
1114,NA,8940,NA,"574796183",NA
1115,NA,8756,NA,"4502CH","Outpatient Facility"
1116,NA,8756,NA,"4501ZS","Outpatient Facility"
1117,NA,8756,NA,"4523YH","Outpatient Facility"
1118,NA,8756,NA,"4513DG","Outpatient Facility"
1119,NA,8756,NA,"4500CN","Outpatient Facility"
1120,NA,8756,NA,"4505MS","Outpatient Facility"
1121,NA,8756,NA,"4506CN","Outpatient Facility"
1122,NA,8756,NA,"4500XN","Outpatient Facility"
1123,NA,8940,NA,"158073041",NA
1124,NA,8940,NA,"237739592",NA
1125,NA,8940,NA,"150019887",NA
1126,NA,8940,NA,"677782101",NA
1127,NA,8940,NA,"886276032",NA
1128,NA,8940,NA,"356730343",NA
1129,NA,8940,NA,"384707375",NA
1130,NA,8940,NA,"883420092",NA
1131,NA,8940,NA,"137411594",NA
1132,NA,8940,NA,"923730261",NA
1133,NA,8940,NA,"613557720",NA
1134,NA,8940,NA,"447445380",NA
1135,NA,8940,NA,"042714123",NA
1136,NA,8940,NA,"484280598",NA
1137,NA,8940,NA,"097990754",NA
1138,NA,8940,NA,"879648259",NA
1139,NA,8940,NA,"108401967",NA
1140,NA,8940,NA,"465427926",NA
1141,NA,8940,NA,"670151945",NA
1142,NA,8940,NA,"679848133",NA
1143,NA,8940,NA,"993981457",NA
1144,NA,8940,NA,"168428467",NA
1145,NA,8940,NA,"123037952",NA
1146,NA,8940,NA,"065947417",NA
1147,NA,8940,NA,"972453562",NA
1148,NA,8940,NA,"837341100",NA
1149,NA,8940,NA,"945926097",NA
1150,NA,8756,NA,"4508PV","Outpatient Facility"
1151,NA,8756,NA,"4513JS","Outpatient Facility"
1152,NA,8756,NA,"4508QA","Outpatient Facility"
1153,NA,8756,NA,"4503XA","Outpatient Facility"
1154,NA,8756,NA,"4502PT","Outpatient Facility"
1155,NA,8756,NA,"4501JH","Outpatient Facility"
1156,NA,8756,NA,"4501MS","Outpatient Facility"
1157,NA,8756,NA,"4507CU","Outpatient Facility"
1158,NA,8756,NA,"4503GM","Outpatient Facility"
1159,NA,8756,NA,"4502NS","Outpatient Facility"
1160,NA,8756,NA,"4500DP","Outpatient Facility"
1161,NA,8940,NA,"258975304",NA
1162,NA,8940,NA,"095727226",NA
1163,NA,8940,NA,"132458033",NA
1164,NA,8940,NA,"493605039",NA
1165,NA,8940,NA,"846100692",NA
1166,NA,8940,NA,"928444652",NA
1167,NA,8940,NA,"935852136",NA
1168,NA,8940,NA,"584307856",NA
1169,NA,8940,NA,"444050486",NA
1170,NA,8940,NA,"416229873",NA
1171,NA,8940,NA,"131547521",NA
1172,NA,8940,NA,"844986575",NA
1173,NA,8940,NA,"594621336",NA
1174,NA,8940,NA,"965240473",NA
1175,NA,8940,NA,"748615529",NA
1176,NA,8940,NA,"675892082",NA
1177,NA,8940,NA,"772047978",NA
1178,NA,8940,NA,"166057761",NA
1179,NA,8940,NA,"880083736",NA
1180,NA,8940,NA,"488434056",NA
1181,NA,8940,NA,"148282803",NA
1182,NA,8940,NA,"703386931",NA
1183,NA,8940,NA,"105292502",NA
1184,NA,8756,NA,"3900XQ","Outpatient Facility"
1185,NA,8940,NA,"418137963",NA
1186,NA,8940,NA,"734225573",NA
1187,NA,8940,NA,"530375046",NA
1188,NA,8940,NA,"004382221",NA
1189,NA,8940,NA,"782542170",NA
1190,NA,8940,NA,"095735805",NA
1191,NA,8940,NA,"812627580",NA
1192,NA,8940,NA,"482625813",NA
1193,NA,8940,NA,"058563812",NA
1194,NA,8940,NA,"655040773",NA
1195,NA,8940,NA,"869371369",NA
1196,NA,8940,NA,"559194309",NA
1197,NA,8940,NA,"941268327",NA
1198,NA,8940,NA,"664560998",NA
1199,NA,8940,NA,"097763793",NA
1200,NA,8940,NA,"403654903",NA
1201,NA,8940,NA,"590903606",NA
1202,NA,8940,NA,"163185040",NA
1203,NA,8940,NA,"709919076",NA
1204,NA,8940,NA,"661236023",NA
1205,NA,8940,NA,"304489020",NA
1206,NA,8940,NA,"241710842",NA
1207,NA,8940,NA,"228935812",NA
1208,NA,8940,NA,"570771224",NA
1209,NA,8940,NA,"296977909",NA
1210,NA,8940,NA,"372816404",NA
1211,NA,8940,NA,"572587795",NA
1212,NA,8940,NA,"214358371",NA
1213,NA,8940,NA,"139611851",NA
1214,NA,8756,NA,"5200SU","Outpatient Facility"
1215,NA,8756,NA,"5200HA","Outpatient Facility"
1216,NA,8940,NA,"582368291",NA
1217,NA,8940,NA,"262240223",NA
1218,NA,8940,NA,"365560508",NA
1219,NA,8940,NA,"886612767",NA
1220,NA,8940,NA,"045061083",NA
1221,NA,8717,NA,"4901MJ","Inpatient Facility"
1222,NA,8756,NA,"4901RP","Outpatient Facility"
1223,NA,8756,NA,"4900NQ","Outpatient Facility"
1224,NA,8940,NA,"326159978",NA
1225,NA,8940,NA,"426898691",NA
1226,NA,8940,NA,"643326710",NA
1227,NA,8940,NA,"591142915",NA
1228,NA,8940,NA,"827149990",NA
1229,NA,8940,NA,"368046855",NA
1230,NA,8940,NA,"564048790",NA
1231,NA,8940,NA,"599574783",NA
1232,NA,8940,NA,"065306579",NA
1233,NA,8940,NA,"312407482",NA
1234,NA,8940,NA,"872411739",NA
1235,NA,8940,NA,"618143975",NA
1236,NA,8940,NA,"632232702",NA
1237,NA,8940,NA,"055264213",NA
1238,NA,8940,NA,"465308192",NA
1239,NA,8940,NA,"948701213",NA
1240,NA,8940,NA,"617886486",NA
1241,NA,8940,NA,"660801393",NA
1242,NA,8940,NA,"462359925",NA
1243,NA,8940,NA,"875734422",NA
1244,NA,8940,NA,"228950348",NA
1245,NA,8940,NA,"576850765",NA
1246,NA,8940,NA,"504419907",NA
1247,NA,8940,NA,"052822707",NA
1248,NA,8940,NA,"072491067",NA
1249,NA,8940,NA,"506994898",NA
1250,NA,8940,NA,"818224832",NA
1251,NA,8940,NA,"084027117",NA
1252,NA,8940,NA,"198184001",NA
1253,NA,8940,NA,"622707477",NA
1254,NA,8940,NA,"524653039",NA
1255,NA,8940,NA,"349341369",NA
1256,NA,8940,NA,"040673901",NA
1257,NA,8940,NA,"701450122",NA
1258,NA,8940,NA,"211327201",NA
1259,NA,8940,NA,"448063175",NA
1260,NA,8940,NA,"803102805",NA
1261,NA,8940,NA,"588006964",NA
1262,NA,8940,NA,"822127904",NA
1263,NA,8940,NA,"965554209",NA
1264,NA,8940,NA,"032565560",NA
1265,NA,8940,NA,"782734000",NA
1266,NA,8940,NA,"771551779",NA
1267,NA,8940,NA,"290532204",NA
1268,NA,8940,NA,"696198818",NA
1269,NA,8940,NA,"604140775",NA
1270,NA,8940,NA,"520366235",NA
1271,NA,8940,NA,"794818417",NA
1272,NA,8940,NA,"256120088",NA
1273,NA,8940,NA,"509105460",NA
1274,NA,8940,NA,"585636522",NA
1275,NA,8940,NA,"537395330",NA
1276,NA,8940,NA,"788093263",NA
1277,NA,8756,NA,"0507SN","Outpatient Facility"
1278,NA,8756,NA,"0502NA","Outpatient Facility"
1279,NA,8756,NA,"5000HK","Outpatient Facility"
1280,NA,8756,NA,"0520KA","Outpatient Facility"
1281,NA,8756,NA,"3301JS","Outpatient Facility"
1282,NA,8940,NA,"823080796",NA
1283,NA,8940,NA,"164736896",NA
1284,NA,8940,NA,"375884838",NA
1285,NA,8940,NA,"174215339",NA
1286,NA,8940,NA,"483781880",NA
1287,NA,8940,NA,"558770057",NA
1288,NA,8940,NA,"632343453",NA
1289,NA,8940,NA,"743549289",NA
1290,NA,8940,NA,"046301818",NA
1291,NA,8940,NA,"189427149",NA
1292,NA,8940,NA,"561152584",NA
1293,NA,8940,NA,"358012106",NA
1294,NA,8940,NA,"488858187",NA
1295,NA,8940,NA,"056025209",NA
1296,NA,8940,NA,"244817285",NA
1297,NA,8940,NA,"958286716",NA
1298,NA,8940,NA,"823408437",NA
1299,NA,8940,NA,"153934100",NA
1300,NA,8940,NA,"625308838",NA
1301,NA,8940,NA,"877311108",NA
1302,NA,8940,NA,"338885267",NA
1303,NA,8940,NA,"997251909",NA
1304,NA,8940,NA,"841218570",NA
1305,NA,8940,NA,"726092944",NA
1306,NA,8940,NA,"328145499",NA
1307,NA,8940,NA,"739713882",NA
1308,NA,8940,NA,"847765289",NA
1309,NA,8940,NA,"704497837",NA
1310,NA,8940,NA,"796875876",NA
1311,NA,8940,NA,"956507263",NA
1312,NA,8940,NA,"645243134",NA
1313,NA,8940,NA,"834446316",NA
1314,NA,8940,NA,"788950043",NA
1315,NA,8940,NA,"548397370",NA
1316,NA,8940,NA,"296345655",NA
1317,NA,8717,NA,"52T0QU","Inpatient Facility"
1318,NA,8717,NA,"5201SV","Inpatient Facility"
1319,NA,8756,NA,"03018G","Outpatient Facility"
1320,NA,8756,NA,"1002RJ","Outpatient Facility"
1321,NA,8756,NA,"2300NG","Outpatient Facility"
1322,NA,8756,NA,"2300AH","Outpatient Facility"
1323,NA,8756,NA,"5213PJ","Outpatient Facility"
1324,NA,8756,NA,"5200GH","Outpatient Facility"
1325,NA,8756,NA,"5200MP","Outpatient Facility"
1326,NA,8940,NA,"881631184",NA
1327,NA,8940,NA,"414109524",NA
1328,NA,8940,NA,"041498698",NA
1329,NA,8940,NA,"227072044",NA
1330,NA,8940,NA,"232663451",NA
1331,NA,8940,NA,"431163866",NA
1332,NA,8940,NA,"398980140",NA
1333,NA,8940,NA,"421037815",NA
1334,NA,8940,NA,"095731313",NA
1335,NA,8940,NA,"365339329",NA
1336,NA,8940,NA,"272651815",NA
1337,NA,8940,NA,"252784019",NA
1338,NA,8940,NA,"256383675",NA
1339,NA,8940,NA,"999108091",NA
1340,NA,8940,NA,"220493373",NA
1341,NA,8940,NA,"763602052",NA
1342,NA,8940,NA,"217483564",NA
1343,NA,8940,NA,"205930843",NA
1344,NA,8940,NA,"961181987",NA
1345,NA,8940,NA,"602292416",NA
1346,NA,8940,NA,"229533973",NA
1347,NA,8940,NA,"737661425",NA
1348,NA,8940,NA,"673540481",NA
1349,NA,8940,NA,"577522977",NA
1350,NA,8940,NA,"002204676",NA
1351,NA,8940,NA,"943045211",NA
1352,NA,8940,NA,"192160974",NA
1353,NA,8940,NA,"998667437",NA
1354,NA,8940,NA,"863390313",NA
1355,NA,8940,NA,"558936179",NA
1356,NA,8940,NA,"543514289",NA
1357,NA,8940,NA,"586595604",NA
1358,NA,8940,NA,"241632322",NA
1359,NA,8940,NA,"987343561",NA
1360,NA,8940,NA,"432662035",NA
1361,NA,8940,NA,"372246441",NA
1362,NA,8940,NA,"931271745",NA
1363,NA,8940,NA,"034049078",NA
1364,NA,8940,NA,"092669905",NA
1365,NA,8756,NA,"3301TU","Outpatient Facility"
1366,NA,8756,NA,"1001MH","Outpatient Facility"
